participant_id,signup_date,acquisition_channel,country,age,gender,device_type,last_activity_date,account_status
P101211,2025-01-15 21:55:16,Paid Ads,Poland,29,Male,Desktop,,never_activated
P100831,2025-01-15 23:00:06,Paid Ads,Australia,35,Male,Desktop,,never_activated
P102409,2025-01-16 00:53:45,Referral,Australia,35,Male,Tablet,2025-02-14 21:31:52.750822,churned
P101430,2025-01-16 02:04:12,Social Media,United Kingdom,30,Male,Mobile,,never_activated
P100490,2025-01-16 08:04:23,Organic Search,Canada,37,Male,Mobile,,never_activated
P101389,2025-01-16 08:08:47,Referral,Mexico,26,Female,Mobile,2025-01-31 07:21:15.964388,churned
P100482,2025-01-16 10:28:21,Social Media,Australia,38,Female,Desktop,,never_activated
P101263,2025-01-16 10:59:13,Organic Search,Portugal,61,Male,Desktop,,never_activated
P100861,2025-01-16 13:02:02,Organic Search,United Kingdom,35,Female,Desktop,2025-01-24 09:08:11.480571,churned
P101760,2025-01-16 20:55:18,Referral,Portugal,30,Female,Desktop,,never_activated
P100362,2025-01-17 00:43:01,Social Media,Portugal,33,Male,Desktop,2025-06-27 18:53:54.856113,active
P102649,2025-01-17 02:52:38,Organic Search,United States,29,Male,Mobile,,never_activated
P102050,2025-01-17 03:35:40,Referral,Spain,50,Male,Desktop,2025-02-15 11:43:53.020731,churned
P102723,2025-01-17 10:49:28,Social Media,Greece,39,Female,Mobile,2025-06-29 17:34:30.306036,active
P101982,2025-01-17 17:02:40,Referral,Canada,31,Male,Mobile,,never_activated
P102336,2025-01-17 23:04:13,Referral,Portugal,27,Female,Mobile,2025-03-09 08:48:21.770026,churned
P100024,2025-01-17 23:37:04,Organic Search,Ireland,30,Male,Mobile,,never_activated
P102146,2025-01-18 04:36:14,Social Media,Germany,46,Male,Desktop,,never_activated
P102063,2025-01-18 04:52:38,Partner Program,United States,33,Male,Mobile,2025-02-19 16:59:49.030399,churned
P102773,2025-01-18 07:41:29,Referral,United States,21,Male,Mobile,2025-05-10 15:35:47.888443,at_risk
P102196,2025-01-18 08:10:24,Organic Search,United States,42,Male,Desktop,,never_activated
P101770,2025-01-18 09:58:12,Organic Search,United Kingdom,42,Female,Mobile,,never_activated
P102423,2025-01-18 15:26:05,Partner Program,United Kingdom,27,Male,Desktop,,never_activated
P100580,2025-01-18 17:33:05,Referral,Spain,33,Male,Desktop,,never_activated
P101857,2025-01-18 18:31:17,Organic Search,United States,32,Male,Mobile,2025-03-19 18:51:29.386968,churned
P100605,2025-01-18 20:35:02,Social Media,Greece,36,Female,Mobile,2025-02-18 21:45:51.735127,churned
P101713,2025-01-18 21:35:13,Organic Search,Italy,20,Female,Desktop,,never_activated
P101341,2025-01-19 01:17:55,Referral,United Kingdom,30,Male,Desktop,2025-03-22 12:44:19.571518,churned
P101782,2025-01-19 01:31:55,Social Media,United Kingdom,37,Female,Desktop,2025-05-04 21:06:49.138317,at_risk
P101885,2025-01-19 05:48:38,Referral,Germany,31,Female,Mobile,,never_activated
P101497,2025-01-19 05:49:15,Referral,Portugal,32,Female,Desktop,,never_activated
P100626,2025-01-19 05:51:59,Organic Search,Portugal,25,Male,Desktop,,never_activated
P102484,2025-01-19 06:29:05,Paid Ads,South Africa,24,Female,Tablet,,never_activated
P100788,2025-01-19 07:10:05,Referral,United States,21,Male,Mobile,,never_activated
P102056,2025-01-19 07:42:57,Referral,Canada,42,Female,Desktop,,never_activated
P102953,2025-01-19 12:15:15,Social Media,United States,18,Male,Desktop,2025-01-29 16:13:40.975090,churned
P100740,2025-01-19 15:05:53,Social Media,Poland,28,Female,Desktop,,never_activated
P102082,2025-01-20 00:26:45,Social Media,United Kingdom,42,Male,Desktop,,never_activated
P102032,2025-01-20 02:44:33,Organic Search,Poland,25,Male,Desktop,,never_activated
P102693,2025-01-20 05:11:07,Referral,United Kingdom,32,Female,Mobile,,never_activated
P100494,2025-01-20 05:48:04,Partner Program,United Kingdom,49,Female,Mobile,,never_activated
P100286,2025-01-20 13:07:01,Organic Search,United States,34,Male,Desktop,,never_activated
P101620,2025-01-20 16:00:56,Organic Search,Poland,32,Male,Mobile,2025-02-06 06:24:29.354156,churned
P102225,2025-01-21 02:32:10,Organic Search,Germany,35,Female,Desktop,,never_activated
P100525,2025-01-21 16:53:35,Referral,United States,26,Female,Desktop,2025-03-06 11:55:41.045594,churned
P101085,2025-01-21 19:27:01,Paid Ads,United States,24,Prefer not to say,Desktop,2025-04-13 13:54:35.272317,at_risk
P100457,2025-01-21 20:01:15,Paid Ads,United Kingdom,33,Male,Mobile,2025-02-19 17:28:36.542503,churned
P102144,2025-01-22 04:14:00,Organic Search,Poland,29,Male,Desktop,2025-03-17 04:51:06.540507,churned
P102756,2025-01-22 08:12:33,Organic Search,United Kingdom,20,Male,Desktop,2025-04-16 23:16:28.407936,at_risk
P100712,2025-01-22 16:28:07,Referral,United States,31,Male,Mobile,,never_activated
P102164,2025-01-22 19:45:39,Organic Search,United Kingdom,34,Female,Mobile,,never_activated
P102731,2025-01-23 00:12:35,Referral,Canada,48,Male,Desktop,,never_activated
P102282,2025-01-23 00:46:49,Social Media,Australia,45,Male,Mobile,,never_activated
P100595,2025-01-23 04:43:19,Referral,United Kingdom,43,Male,Mobile,2025-02-19 20:07:20.954872,churned
P101025,2025-01-23 06:40:00,Organic Search,Germany,25,Non-binary,Mobile,,never_activated
P100341,2025-01-23 07:30:48,Organic Search,Mexico,24,Male,Desktop,,never_activated
P102660,2025-01-23 08:01:25,Paid Ads,Ireland,27,Female,Mobile,,never_activated
P100857,2025-01-23 09:34:45,Social Media,Portugal,35,Male,Mobile,2025-02-20 05:01:11.724319,churned
P100089,2025-01-23 15:26:01,Organic Search,Ireland,19,Male,Mobile,,never_activated
P100338,2025-01-23 16:26:31,Organic Search,United Kingdom,18,Male,Desktop,,never_activated
P101237,2025-01-23 19:01:17,Partner Program,Greece,44,Prefer not to say,Mobile,2025-03-24 17:28:47.865013,churned
P100969,2025-01-24 07:16:17,Partner Program,Italy,41,Male,Mobile,2025-03-27 19:30:26.102223,churned
P102875,2025-01-24 07:59:02,Organic Search,United Kingdom,24,Male,Desktop,,never_activated
P101405,2025-01-24 08:04:52,Organic Search,Mexico,36,Male,Desktop,2025-02-25 22:52:27.324575,churned
P102808,2025-01-24 12:35:37,Referral,South Africa,21,Female,Desktop,,never_activated
P102573,2025-01-24 14:56:25,Referral,South Africa,31,Female,Mobile,,never_activated
P101767,2025-01-24 16:00:08,Social Media,United Kingdom,26,Female,Desktop,2025-05-29 12:10:35.474564,at_risk
P102468,2025-01-24 22:51:03,Referral,Germany,18,Male,Desktop,,never_activated
P102517,2025-01-24 23:01:56,Organic Search,South Africa,32,Female,Desktop,,never_activated
P101501,2025-01-25 12:01:38,Organic Search,Canada,31,Non-binary,Mobile,2025-04-06 00:15:49.602141,at_risk
P101138,2025-01-26 00:59:18,Paid Ads,Germany,33,Male,Mobile,,never_activated
P101927,2025-01-26 01:02:09,Organic Search,Germany,25,Male,Mobile,,never_activated
P101274,2025-01-26 07:50:02,Referral,Portugal,34,Male,Desktop,2025-03-17 16:45:43.688225,churned
P101251,2025-01-26 10:59:27,Organic Search,United Kingdom,35,Female,Desktop,,never_activated
P100699,2025-01-26 13:18:13,Referral,Poland,26,Male,Desktop,,never_activated
P102830,2025-01-26 13:34:27,Organic Search,United Kingdom,22,Female,Desktop,,never_activated
P101058,2025-01-26 17:24:31,Organic Search,Ireland,27,Male,Desktop,,never_activated
P102288,2025-01-26 22:04:25,Organic Search,Poland,41,Female,Mobile,2025-04-01 11:39:30.237777,at_risk
P101267,2025-01-26 22:12:23,Referral,United Kingdom,53,Female,Mobile,2025-06-19 02:15:58.112595,active
P101745,2025-01-26 22:36:58,Social Media,United Kingdom,41,Female,Tablet,,never_activated
P101983,2025-01-27 01:16:43,Organic Search,Mexico,18,Male,Desktop,,never_activated
P100623,2025-01-27 04:09:55,Social Media,Mexico,30,Male,Desktop,2025-02-26 21:18:31.151940,churned
P102051,2025-01-27 04:42:12,Organic Search,Poland,36,Female,Mobile,2025-04-04 19:12:17.029176,at_risk
P102729,2025-01-27 06:48:23,Referral,Poland,28,Female,Desktop,2025-03-22 12:40:59.490916,churned
P102486,2025-01-27 17:06:47,Referral,Greece,28,Female,Desktop,,never_activated
P101545,2025-01-27 23:12:44,Partner Program,Mexico,43,Male,Desktop,2025-05-27 17:18:00.076162,at_risk
P101524,2025-01-28 01:07:22,Paid Ads,United States,39,Male,Desktop,2025-06-25 13:19:18.289396,active
P102363,2025-01-28 03:25:52,Social Media,Portugal,24,Male,Desktop,2025-06-16 09:45:47.801212,active
P102272,2025-01-28 03:42:09,Partner Program,Ireland,28,Male,Desktop,,never_activated
P102545,2025-01-28 13:00:54,Paid Ads,Poland,33,Prefer not to say,Desktop,,never_activated
P102412,2025-01-28 14:24:40,Social Media,Canada,18,Male,Desktop,2025-06-26 05:07:34.069164,active
P100921,2025-01-28 15:17:01,Paid Ads,United States,19,Female,Desktop,2025-02-21 00:10:10.499396,churned
P101687,2025-01-28 22:02:56,Social Media,Canada,25,Non-binary,Mobile,,never_activated
P101354,2025-01-28 22:47:43,Social Media,Canada,33,Female,Desktop,,never_activated
P102009,2025-01-28 23:28:38,Paid Ads,Netherlands,50,Female,Desktop,2025-04-19 19:43:53.776970,at_risk
P101009,2025-01-29 02:02:27,Paid Ads,Portugal,23,Female,Desktop,2025-05-09 09:55:59.848673,at_risk
P101432,2025-01-29 04:07:39,Referral,Mexico,38,Female,Mobile,,never_activated
P102458,2025-01-29 12:47:21,Organic Search,Portugal,36,Female,Mobile,2025-05-26 03:02:23.947582,at_risk
P101757,2025-01-29 14:30:48,Social Media,Poland,40,Male,Desktop,2025-02-28 02:22:26.948498,churned
P100153,2025-01-29 18:34:57,Social Media,Ireland,47,Male,Desktop,2025-06-18 14:57:14.114443,active
P101763,2025-01-29 20:52:43,Organic Search,South Africa,23,Male,Mobile,2025-05-16 22:05:42.225837,at_risk
P101204,2025-01-29 22:15:22,Organic Search,Greece,36,Non-binary,Desktop,2025-04-20 00:49:53.254996,at_risk
P100340,2025-01-30 04:04:31,Organic Search,United States,38,Male,Desktop,,never_activated
P100578,2025-01-30 05:26:50,Social Media,Italy,29,Male,Mobile,2025-03-01 03:57:17.465319,churned
P101373,2025-01-30 06:04:49,Paid Ads,United Kingdom,29,Female,Tablet,2025-03-07 20:47:18.827322,churned
P101257,2025-01-30 06:20:31,Social Media,Greece,43,Female,Desktop,,never_activated
P100233,2025-01-30 07:21:29,Organic Search,South Africa,27,Male,Mobile,,never_activated
P100582,2025-01-30 13:12:54,Paid Ads,United Kingdom,50,Female,Desktop,,never_activated
P102495,2025-01-30 15:53:16,Social Media,United States,26,Female,Mobile,2025-03-27 04:57:44.555514,churned
P102688,2025-01-30 16:08:15,Social Media,Ireland,38,Female,Mobile,,never_activated
P100455,2025-01-30 23:28:01,Social Media,United Kingdom,44,Female,Mobile,,never_activated
P101131,2025-01-31 03:46:38,Organic Search,South Africa,21,Female,Mobile,,never_activated
P100985,2025-01-31 05:21:49,Organic Search,United Kingdom,55,Female,Desktop,2025-03-05 16:58:53.608776,churned
P100423,2025-01-31 09:55:40,Referral,Germany,30,Female,Tablet,2025-03-23 14:24:11.459302,churned
P102628,2025-01-31 13:41:34,Organic Search,United States,44,Prefer not to say,Desktop,,never_activated
P100041,2025-01-31 15:14:05,Partner Program,Poland,29,Female,Mobile,2025-05-09 07:18:38.190832,at_risk
P102312,2025-01-31 17:03:02,Organic Search,Italy,31,Male,Mobile,2025-02-27 23:00:50.761992,churned
P102148,2025-01-31 20:28:37,Organic Search,Ireland,25,Female,Mobile,2025-04-02 14:46:38.679953,at_risk
P101137,2025-01-31 22:14:32,Partner Program,United Kingdom,18,Prefer not to say,Desktop,2025-05-04 01:26:01.676522,at_risk
P100095,2025-01-31 23:26:21,Paid Ads,United Kingdom,24,Female,Mobile,2025-06-09 02:40:18.129546,active
P101938,2025-02-01 00:17:53,Organic Search,Ireland,30,Female,Desktop,,never_activated
P101450,2025-02-01 01:59:49,Referral,United States,35,Prefer not to say,Desktop,2025-05-24 23:55:00.918041,at_risk
P100649,2025-02-01 02:31:16,Paid Ads,Spain,26,Male,Desktop,,never_activated
P100142,2025-02-01 02:54:02,Organic Search,Poland,36,Male,Desktop,2025-02-24 00:30:36.671698,churned
P102876,2025-02-01 03:17:11,Paid Ads,Mexico,49,Male,Desktop,2025-03-07 00:59:06.465474,churned
P100978,2025-02-01 03:49:40,Organic Search,Italy,41,Male,Mobile,2025-06-07 08:06:24.349101,active
P101329,2025-02-01 07:49:24,Social Media,Germany,41,Male,Desktop,2025-03-12 08:07:48.707258,churned
P102085,2025-02-01 08:07:45,Organic Search,South Africa,24,Female,Desktop,2025-05-02 16:33:04.041305,at_risk
P102969,2025-02-01 14:48:29,Organic Search,Poland,52,Female,Mobile,,never_activated
P101987,2025-02-01 18:15:56,Organic Search,United States,25,Male,Desktop,2025-04-04 09:32:41.147465,at_risk
P100834,2025-02-01 20:44:00,Organic Search,Germany,39,Female,Mobile,,never_activated
P101663,2025-02-01 22:27:00,Social Media,South Africa,19,Female,Mobile,2025-05-31 14:14:38.309605,active
P102597,2025-02-01 23:10:00,Referral,United Kingdom,29,Female,Mobile,,never_activated
P101583,2025-02-01 23:29:37,Organic Search,United States,39,Female,Desktop,2025-03-03 20:46:39.204055,churned
P101279,2025-02-02 05:47:35,Paid Ads,United Kingdom,34,Prefer not to say,Mobile,,never_activated
P102768,2025-02-02 11:25:36,Partner Program,Ireland,26,Female,Mobile,,never_activated
P100275,2025-02-02 19:31:09,Partner Program,United States,46,Male,Desktop,2025-06-28 15:29:08.604344,active
P102559,2025-02-02 20:15:03,Organic Search,South Africa,35,Female,Desktop,,never_activated
P102816,2025-02-02 20:52:28,Referral,Italy,19,Male,Desktop,,never_activated
P102647,2025-02-02 23:47:23,Social Media,Italy,25,Female,Desktop,2025-05-01 17:47:04.516181,at_risk
P100350,2025-02-03 01:23:14,Social Media,Portugal,21,Male,Desktop,2025-04-06 04:42:46.683450,at_risk
P102582,2025-02-03 03:12:29,Social Media,Poland,50,Male,Mobile,,never_activated
P101691,2025-02-03 06:48:15,Referral,Portugal,25,Female,Desktop,,never_activated
P100231,2025-02-03 16:00:20,Organic Search,United Kingdom,37,Male,Desktop,,never_activated
P100608,2025-02-03 18:31:17,Organic Search,South Africa,40,Male,Desktop,2025-06-26 16:20:19.594766,active
P100743,2025-02-03 22:14:32,Paid Ads,Mexico,44,Prefer not to say,Mobile,2025-06-03 22:15:44.052427,active
P100848,2025-02-03 22:47:42,Organic Search,Australia,18,Male,Desktop,2025-06-25 12:09:24.712006,active
P100147,2025-02-03 23:05:04,Organic Search,United Kingdom,39,Female,Mobile,2025-03-15 16:00:12.565852,churned
P102855,2025-02-04 07:18:51,Organic Search,Ireland,31,Male,Mobile,,never_activated
P102886,2025-02-04 07:23:47,Organic Search,Germany,42,Male,Desktop,,never_activated
P101872,2025-02-04 08:15:09,Paid Ads,Poland,40,Female,Mobile,2025-06-20 12:00:40.970375,active
P101703,2025-02-04 12:03:10,Partner Program,Greece,29,Male,Desktop,2025-06-04 20:18:16.159889,active
P100402,2025-02-04 12:22:15,Referral,Australia,18,Female,Desktop,2025-04-05 09:29:17.234234,at_risk
P102277,2025-02-04 16:02:49,Social Media,Mexico,31,Prefer not to say,Desktop,2025-03-12 06:07:37.304860,churned
P102987,2025-02-04 18:35:17,Partner Program,United States,31,Male,Desktop,2025-06-29 09:14:11.706602,active
P102121,2025-02-04 19:58:14,Social Media,Mexico,42,Non-binary,Desktop,2025-06-29 08:36:51.306396,active
P100792,2025-02-04 20:12:59,Paid Ads,United States,36,Male,Desktop,,never_activated
P102414,2025-02-04 21:11:30,Social Media,Italy,34,Female,Desktop,2025-05-26 23:40:56.135609,at_risk
P102947,2025-02-05 03:22:06,Social Media,Ireland,36,Male,Mobile,,never_activated
P101421,2025-02-05 08:03:12,Referral,Portugal,22,Male,Desktop,2025-06-06 14:39:08.586862,active
P101726,2025-02-05 09:21:12,Social Media,United Kingdom,28,Male,Mobile,2025-04-10 09:51:16.589895,at_risk
P100692,2025-02-05 10:37:05,Social Media,United States,27,Female,Mobile,2025-06-04 07:32:21.376272,active
P101877,2025-02-05 12:42:40,Paid Ads,United Kingdom,44,Female,Mobile,2025-04-09 08:56:27.337980,at_risk
P100103,2025-02-05 18:13:38,Referral,Poland,38,Male,Mobile,,never_activated
P102310,2025-02-05 20:52:15,Referral,Poland,33,Prefer not to say,Desktop,,never_activated
P101167,2025-02-05 23:19:33,Social Media,United Kingdom,47,Male,Mobile,,never_activated
P102269,2025-02-06 01:16:07,Paid Ads,United States,29,Male,Mobile,,never_activated
P100172,2025-02-06 02:13:44,Paid Ads,Poland,44,Female,Mobile,,never_activated
P102061,2025-02-06 03:49:58,Paid Ads,United Kingdom,37,Male,Desktop,,never_activated
P100632,2025-02-06 06:10:50,Paid Ads,Canada,27,Female,Desktop,,never_activated
P102605,2025-02-06 08:41:55,Paid Ads,United States,35,Male,Desktop,2025-05-04 18:36:10.018316,at_risk
P102494,2025-02-06 09:08:39,Organic Search,Germany,31,Male,Mobile,2025-06-28 12:57:09.527205,active
P102302,2025-02-06 10:47:51,Organic Search,Portugal,40,Male,Desktop,2025-04-04 06:35:25.795009,at_risk
P101792,2025-02-06 11:51:14,Social Media,Germany,29,Non-binary,Desktop,,never_activated
P102179,2025-02-06 14:01:32,Referral,United Kingdom,22,Male,Desktop,,never_activated
P102513,2025-02-06 17:42:32,Paid Ads,United States,19,Male,Mobile,,never_activated
P100274,2025-02-06 18:02:05,Paid Ads,Poland,47,Female,Desktop,,never_activated
P100129,2025-02-06 21:05:45,Referral,United Kingdom,20,Female,Mobile,,never_activated
P102946,2025-02-07 11:00:19,Social Media,United States,35,Male,Mobile,,never_activated
P101093,2025-02-07 16:44:54,Paid Ads,United States,32,Female,Mobile,2025-04-13 06:54:31.997593,at_risk
P100570,2025-02-07 18:49:13,Social Media,United Kingdom,27,Female,Desktop,2025-06-20 19:29:40.642345,active
P100027,2025-02-07 21:36:29,Organic Search,Germany,37,Prefer not to say,Desktop,,never_activated
P101377,2025-02-07 23:52:42,Paid Ads,Germany,36,Female,Desktop,,never_activated
P102293,2025-02-08 08:46:41,Paid Ads,Spain,43,Female,Mobile,2025-03-23 00:04:55.796259,churned
P101945,2025-02-08 11:18:54,Referral,United States,24,Female,Mobile,2025-06-24 07:09:45.665663,active
P102711,2025-02-08 11:28:57,Referral,Greece,35,Male,Tablet,,never_activated
P101431,2025-02-08 11:31:26,Organic Search,Australia,23,Female,Mobile,,never_activated
P101661,2025-02-08 12:44:35,Referral,United States,18,Female,Mobile,,never_activated
P101285,2025-02-08 14:26:43,Social Media,United States,18,Female,Mobile,2025-04-14 14:38:26.447096,at_risk
P100306,2025-02-08 18:16:14,Organic Search,Poland,18,Male,Desktop,2025-03-10 06:44:19.841821,churned
P102679,2025-02-08 18:24:35,Partner Program,Italy,36,Male,Desktop,,never_activated
P102256,2025-02-08 19:04:49,Partner Program,Poland,28,Female,Desktop,2025-06-12 04:39:59.180069,active
P101973,2025-02-08 19:46:26,Referral,United States,34,Male,Mobile,,never_activated
P102866,2025-02-08 23:16:28,Partner Program,United States,48,Male,Mobile,,never_activated
P102071,2025-02-09 00:13:18,Referral,United States,27,Female,Desktop,2025-02-27 02:35:30.185485,churned
P100263,2025-02-09 08:55:15,Paid Ads,Canada,31,Female,Desktop,,never_activated
P101789,2025-02-09 11:58:49,Referral,Portugal,53,Female,Mobile,,never_activated
P100815,2025-02-09 12:38:56,Partner Program,Germany,27,Female,Mobile,,never_activated
P101605,2025-02-09 16:02:04,Referral,United Kingdom,22,Male,Desktop,2025-06-25 01:50:10.630751,active
P100956,2025-02-09 17:11:39,Referral,United Kingdom,20,Male,Desktop,,never_activated
P100047,2025-02-09 17:15:20,Partner Program,Portugal,46,Female,Desktop,2025-05-11 13:52:29.155675,at_risk
P100136,2025-02-09 17:29:03,Social Media,United Kingdom,18,Male,Mobile,2025-06-13 09:43:40.653199,active
P102593,2025-02-09 17:49:08,Referral,United States,47,Male,Desktop,,never_activated
P101500,2025-02-09 18:27:51,Referral,Portugal,32,Female,Mobile,2025-05-09 22:17:07.397228,at_risk
P101393,2025-02-09 18:46:53,Referral,United States,41,Female,Desktop,2025-03-02 19:43:06.087556,churned
P100550,2025-02-09 19:46:36,Paid Ads,United Kingdom,18,Male,Tablet,,never_activated
P101642,2025-02-09 20:04:15,Referral,Poland,54,Female,Mobile,,never_activated
P102695,2025-02-09 20:36:45,Paid Ads,Italy,41,Female,Desktop,,never_activated
P100548,2025-02-09 21:11:52,Organic Search,United States,36,Male,Mobile,,never_activated
P102042,2025-02-10 02:05:33,Organic Search,United States,34,Male,Mobile,,never_activated
P102804,2025-02-10 03:06:51,Referral,Germany,37,Male,Desktop,2025-03-11 13:49:54.119389,churned
P102093,2025-02-10 05:29:33,Partner Program,Australia,32,Female,Desktop,,never_activated
P102700,2025-02-10 08:47:04,Organic Search,Ireland,30,Male,Desktop,,never_activated
P100295,2025-02-10 10:05:20,Social Media,Italy,34,Female,Tablet,2025-06-26 15:04:15.414131,active
P100733,2025-02-10 10:47:42,Organic Search,United Kingdom,45,Male,Desktop,,never_activated
P100479,2025-02-10 12:03:15,Social Media,Poland,28,Male,Desktop,,never_activated
P100096,2025-02-10 15:21:16,Organic Search,Canada,30,Male,Mobile,2025-05-19 11:25:04.064461,at_risk
P102245,2025-02-10 15:43:17,Referral,Poland,41,Female,Tablet,2025-05-15 16:19:20.610628,at_risk
P102904,2025-02-10 19:00:47,Social Media,Poland,48,Male,Desktop,,never_activated
P102556,2025-02-10 23:27:11,Referral,Portugal,19,Male,Mobile,2025-03-06 12:24:57.197896,churned
P101316,2025-02-11 01:46:04,Paid Ads,Germany,18,Female,Desktop,,never_activated
P100862,2025-02-11 03:43:29,Paid Ads,Greece,18,Male,Mobile,,never_activated
P100933,2025-02-11 13:20:03,Partner Program,Spain,37,Male,Desktop,2025-04-15 15:06:41.194240,at_risk
P100017,2025-02-11 18:36:00,Social Media,United States,30,Female,Mobile,2025-02-23 12:54:00.520517,churned
P101539,2025-02-11 19:14:40,Partner Program,Netherlands,22,Female,Mobile,2025-03-17 07:54:42.822690,churned
P100673,2025-02-11 22:07:35,Organic Search,Germany,27,Female,Mobile,,never_activated
P102133,2025-02-12 03:43:06,Referral,Mexico,24,Male,Desktop,2025-03-13 04:09:51.450690,churned
P101732,2025-02-12 12:15:48,Organic Search,Spain,23,Male,Desktop,,never_activated
P100474,2025-02-12 18:05:33,Organic Search,United States,38,Male,Desktop,,never_activated
P101051,2025-02-12 20:06:13,Organic Search,Netherlands,38,Male,Mobile,,never_activated
P100188,2025-02-13 01:34:28,Referral,Spain,50,Male,Desktop,,never_activated
P102766,2025-02-13 08:47:05,Social Media,South Africa,28,Female,Mobile,,never_activated
P100301,2025-02-13 15:34:13,Referral,Portugal,18,Female,Tablet,,never_activated
P101414,2025-02-13 15:39:52,Social Media,United States,23,Female,Desktop,,never_activated
P102014,2025-02-13 16:25:23,Paid Ads,Spain,38,Male,Mobile,,never_activated
P102690,2025-02-13 17:33:37,Referral,United States,36,Female,Desktop,,never_activated
P101825,2025-02-13 22:10:54,Social Media,South Africa,22,Male,Mobile,,never_activated
P100633,2025-02-13 23:28:06,Social Media,United Kingdom,52,Male,Mobile,,never_activated
P102358,2025-02-14 02:34:29,Organic Search,Mexico,53,Female,Mobile,2025-04-05 23:35:07.695909,at_risk
P102474,2025-02-14 05:26:25,Organic Search,Poland,33,Female,Desktop,,never_activated
P100757,2025-02-14 09:48:23,Partner Program,Portugal,31,Male,Mobile,,never_activated
P101507,2025-02-14 11:15:42,Organic Search,United Kingdom,19,Male,Desktop,,never_activated
P100700,2025-02-14 12:24:33,Organic Search,United States,33,Female,Desktop,,never_activated
P100636,2025-02-14 15:03:19,Organic Search,United States,26,Male,Mobile,,never_activated
P102101,2025-02-14 15:37:20,Organic Search,Germany,41,Female,Tablet,,never_activated
P101750,2025-02-14 17:18:40,Partner Program,South Africa,23,Female,Mobile,,never_activated
P101612,2025-02-14 22:11:18,Organic Search,Mexico,18,Male,Desktop,,never_activated
P100163,2025-02-15 00:16:54,Referral,United States,27,Male,Desktop,,never_activated
P100651,2025-02-15 08:38:05,Referral,Ireland,18,Female,Mobile,2025-03-11 13:18:59.353135,churned
P101627,2025-02-15 10:06:26,Organic Search,Ireland,39,Male,Mobile,,never_activated
P101113,2025-02-15 17:06:24,Referral,Portugal,27,Female,Desktop,,never_activated
P100824,2025-02-15 21:27:53,Organic Search,Greece,30,Male,Desktop,,never_activated
P100501,2025-02-15 23:47:59,Paid Ads,Poland,33,Female,Desktop,,never_activated
P100302,2025-02-16 00:32:00,Referral,Portugal,18,Female,Mobile,2025-05-22 05:54:04.476971,at_risk
P100119,2025-02-16 02:07:54,Organic Search,Poland,34,Male,Desktop,,never_activated
P101640,2025-02-16 07:34:01,Partner Program,United States,32,Male,Mobile,2025-06-21 23:19:14.845302,active
P102221,2025-02-16 07:48:52,Paid Ads,Portugal,45,Female,Tablet,,never_activated
P101609,2025-02-16 08:02:11,Social Media,Portugal,26,Female,Desktop,,never_activated
P101040,2025-02-16 08:43:37,Organic Search,United States,38,Female,Desktop,,never_activated
P101529,2025-02-16 09:39:14,Partner Program,United Kingdom,24,Female,Mobile,,never_activated
P102896,2025-02-16 09:39:25,Paid Ads,Canada,33,Female,Desktop,2025-02-26 09:56:16.449179,churned
P102084,2025-02-16 12:15:30,Social Media,Mexico,27,Female,Desktop,,never_activated
P102141,2025-02-16 14:32:15,Paid Ads,United States,42,Male,Desktop,,never_activated
P101175,2025-02-16 18:56:47,Paid Ads,United States,35,Male,Mobile,,never_activated
P100747,2025-02-17 01:49:47,Organic Search,United States,34,Female,Desktop,,never_activated
P100781,2025-02-17 01:55:01,Organic Search,Germany,32,Female,Desktop,2025-04-22 05:00:47.404706,at_risk
P101875,2025-02-17 02:45:43,Organic Search,Poland,27,Female,Desktop,2025-03-13 14:58:08.118027,churned
P102438,2025-02-17 03:57:51,Organic Search,South Africa,45,Female,Desktop,,never_activated
P102469,2025-02-17 08:56:07,Social Media,United States,36,Male,Desktop,,never_activated
P100927,2025-02-17 09:02:31,Social Media,Canada,38,Male,Desktop,,never_activated
P100287,2025-02-17 12:29:02,Referral,South Africa,40,Female,Desktop,2025-05-23 21:16:10.916862,at_risk
P102048,2025-02-17 13:37:16,Social Media,United Kingdom,35,Male,Desktop,,never_activated
P102441,2025-02-17 16:55:42,Social Media,United Kingdom,32,Non-binary,Desktop,2025-06-24 15:19:35.355589,active
P101001,2025-02-17 18:58:29,Paid Ads,Spain,42,Female,Mobile,,never_activated
P101179,2025-02-17 19:34:02,Partner Program,United Kingdom,34,Male,Mobile,2025-03-09 23:22:45.444350,churned
P101303,2025-02-17 22:15:52,Organic Search,United States,41,Female,Desktop,,never_activated
P100065,2025-02-17 22:44:42,Referral,United Kingdom,25,Male,Desktop,2025-06-27 01:05:21.763310,active
P100048,2025-02-18 00:33:08,Organic Search,United Kingdom,28,Female,Tablet,2025-03-11 19:45:25.972751,churned
P102774,2025-02-18 03:05:54,Referral,Portugal,25,Non-binary,Desktop,,never_activated
P102933,2025-02-18 04:23:43,Organic Search,Greece,18,Male,Desktop,,never_activated
P102737,2025-02-18 04:50:00,Social Media,United Kingdom,27,Prefer not to say,Desktop,2025-06-14 16:28:48.239375,active
P101482,2025-02-18 07:00:56,Paid Ads,Portugal,27,Female,Desktop,,never_activated
P102984,2025-02-18 08:19:52,Referral,Mexico,37,Female,Desktop,,never_activated
P102198,2025-02-18 11:31:45,Referral,United States,36,Male,Mobile,2025-04-19 04:47:07.399037,at_risk
