payment_id,participant_id,submission_id,amount,payment_date,payment_type
PAY303914,P100250,SUB204469,3.1,2025-01-26 12:50:49.677380,study_reward
PAY303915,P100282,SUB204470,1.46,2025-01-26 13:08:09.843237,study_reward
PAY303916,P100784,SUB204471,1.32,2025-01-26 14:17:00.791259,study_reward
PAY303917,P102271,SUB204472,1.46,2025-01-26 14:34:12.201943,study_reward
PAY303918,P101474,SUB204473,3.5,2025-01-26 14:46:37.512746,study_reward
PAY303919,P101295,SUB204474,0.8,2025-01-26 14:47:41.272075,study_reward
PAY303920,P100605,SUB204475,3.11,2025-01-26 17:45:51.735127,study_reward
PAY303921,P101914,SUB204476,1.58,2025-01-26 18:45:57.985485,study_reward
PAY303922,P102195,SUB204477,1.99,2025-01-26 18:50:54.099759,study_reward
PAY303923,P102338,SUB204478,1.89,2025-01-26 19:21:41.297043,study_reward
PAY303924,P102523,SUB204479,0.86,2025-01-26 19:52:22.531184,study_reward
PAY303925,P101546,,5.0,2025-01-26 19:58:48.000000,referral_bonus
PAY303926,P102337,SUB204480,1.78,2025-01-26 20:29:08.295276,study_reward
PAY303927,P102378,SUB204481,1.47,2025-01-26 21:25:13.221065,study_reward
PAY303928,P102778,SUB204482,2.72,2025-01-26 21:27:23.976345,study_reward
PAY303929,P100677,SUB204484,2.39,2025-01-26 22:22:55.741697,study_reward
PAY303930,P100783,SUB204485,2.11,2025-01-27 00:12:55.361612,study_reward
PAY303931,P100019,SUB204486,4.13,2025-01-27 01:15:00.452941,study_reward
PAY303932,P102199,SUB204487,6.81,2025-01-27 01:20:11.191399,study_reward
PAY303933,P100175,SUB204488,2.96,2025-01-27 01:21:41.742141,study_reward
PAY303934,P101587,SUB204489,1.68,2025-01-27 02:03:19.589213,study_reward
PAY303935,P102123,SUB204490,0.88,2025-01-27 03:24:29.632982,study_reward
PAY303936,P100739,SUB204491,1.89,2025-01-27 04:11:54.642752,study_reward
PAY303937,P100713,SUB204492,1.46,2025-01-27 04:14:50.727687,study_reward
PAY303938,P101099,SUB204493,0.64,2025-01-27 04:30:06.312995,study_reward
PAY303939,P102845,SUB204494,0.91,2025-01-27 05:18:53.201991,study_reward
PAY303940,P100677,SUB204496,1.21,2025-01-27 06:22:55.741697,study_reward
PAY303941,P102263,SUB204497,2.39,2025-01-27 06:30:02.583980,study_reward
PAY303942,P102652,SUB204498,2.38,2025-01-27 06:35:09.147372,study_reward
PAY303943,P102123,SUB204499,2.96,2025-01-27 07:24:29.632982,study_reward
PAY303944,P101290,SUB204500,1.52,2025-01-27 07:37:46.861222,study_reward
PAY303945,P102123,SUB204501,4.13,2025-01-27 09:24:29.632982,study_reward
PAY303946,P101381,SUB204502,0.98,2025-01-27 10:53:16.448738,study_reward
PAY303947,P101690,SUB204503,1.52,2025-01-27 11:53:19.391737,study_reward
PAY303948,P102773,SUB204504,2.54,2025-01-27 12:35:47.888443,study_reward
PAY303949,P101394,SUB204505,1.9,2025-01-27 12:39:44.216382,study_reward
PAY303950,P101381,SUB204506,3.21,2025-01-27 13:53:16.448738,study_reward
PAY303951,P100871,SUB204507,1.91,2025-01-27 14:18:48.846147,study_reward
PAY303952,P101651,SUB204508,1.24,2025-01-27 16:45:31.708634,study_reward
PAY303953,P101210,SUB204510,2.46,2025-01-27 21:06:23.808663,study_reward
PAY303954,P102361,SUB204511,1.56,2025-01-27 21:17:02.983704,study_reward
PAY303955,P102953,SUB204513,2.82,2025-01-27 22:13:40.975090,study_reward
PAY303956,P100125,SUB204515,0.33,2025-01-28 00:02:36.748826,study_reward
PAY303957,P100457,SUB204517,2.77,2025-01-28 00:28:36.542503,study_reward
PAY303958,P102651,SUB204518,5.27,2025-01-28 01:06:04.025262,study_reward
PAY303959,P102785,SUB204519,5.51,2025-01-28 01:15:50.029321,study_reward
PAY303960,P100854,SUB204520,4.13,2025-01-28 01:45:19.299129,study_reward
PAY303961,P101690,SUB204521,5.29,2025-01-28 01:53:19.391737,study_reward
PAY303962,P100915,SUB204522,0.98,2025-01-28 03:03:29.491873,study_reward
PAY303963,P100180,SUB204523,1.0,2025-01-28 05:28:15.560223,study_reward
PAY303964,P102914,SUB204524,3.29,2025-01-28 05:34:05.746353,study_reward
PAY303965,P100854,SUB204525,2.56,2025-01-28 05:45:19.299129,study_reward
PAY303966,P100138,SUB204526,2.37,2025-01-28 06:17:17.743752,study_reward
PAY303967,P102223,SUB204527,2.7,2025-01-28 07:39:58.804614,study_reward
PAY303968,P101581,SUB204528,5.85,2025-01-28 07:43:27.173423,study_reward
PAY303969,P102828,SUB204529,0.67,2025-01-28 08:24:10.183502,study_reward
PAY303970,P102202,SUB204531,2.55,2025-01-28 09:27:38.306088,study_reward
PAY303971,P101381,SUB204532,0.91,2025-01-28 09:53:16.448738,study_reward
PAY303972,P100954,SUB204533,1.75,2025-01-28 10:11:44.858908,study_reward
PAY303973,P100739,SUB204534,1.23,2025-01-28 10:11:54.642752,study_reward
PAY303974,P102728,SUB204535,2.61,2025-01-28 10:15:52.181374,study_reward
PAY303975,P101341,SUB204536,6.57,2025-01-28 10:44:19.571518,study_reward
PAY303976,P102879,SUB204537,5.85,2025-01-28 13:46:13.775568,study_reward
PAY303977,P100046,SUB204538,1.67,2025-01-28 13:49:05.723747,study_reward
PAY303978,P100690,SUB204539,3.21,2025-01-28 15:17:32.619972,study_reward
PAY303979,P102183,SUB204540,6.19,2025-01-28 15:28:41.003522,study_reward
PAY303980,P101262,SUB204541,5.78,2025-01-28 17:35:16.844124,study_reward
PAY303981,P102343,SUB204542,2.13,2025-01-28 18:01:04.942488,study_reward
PAY303982,P100039,SUB204543,1.56,2025-01-28 18:50:12.852561,study_reward
PAY303983,P101620,SUB204544,3.85,2025-01-28 19:24:29.354156,study_reward
PAY303984,P100915,SUB204546,6.95,2025-01-28 22:03:29.491873,study_reward
PAY303985,P102444,SUB204547,4.64,2025-01-28 22:09:14.900304,study_reward
PAY303986,P102271,SUB204548,0.98,2025-01-29 00:34:12.201943,study_reward
PAY303987,P101133,SUB204549,2.11,2025-01-29 01:54:54.494792,study_reward
PAY303988,P102753,SUB204550,0.44,2025-01-29 02:30:34.371813,study_reward
PAY303989,P100871,SUB204551,1.75,2025-01-29 03:18:48.846147,study_reward
PAY303990,P101181,SUB204552,9.92,2025-01-29 03:20:38.307143,study_reward
PAY303991,P100282,SUB204553,2.99,2025-01-29 04:08:09.843237,study_reward
PAY303992,P102725,,15.0,2025-01-29 07:29:04.000000,referral_bonus
PAY303993,P102753,SUB204554,0.91,2025-01-29 07:30:34.371813,study_reward
PAY303994,P101946,SUB204555,3.29,2025-01-29 07:36:30.733310,study_reward
PAY303995,P101392,SUB204556,3.89,2025-01-29 08:20:53.183781,study_reward
PAY303996,P101287,SUB204557,3.46,2025-01-29 12:20:13.382039,study_reward
PAY303997,P101443,SUB204558,2.38,2025-01-29 17:33:50.146842,study_reward
PAY303998,P102953,SUB204559,1.58,2025-01-29 18:13:40.975090,study_reward
PAY303999,P100125,SUB204560,3.5,2025-01-29 19:02:36.748826,study_reward
PAY304000,P101961,SUB204561,1.83,2025-01-29 19:20:33.317306,study_reward
PAY304001,P102195,SUB204564,1.76,2025-01-29 20:50:54.099759,study_reward
PAY304002,P101782,SUB204565,4.91,2025-01-29 21:06:49.138317,study_reward
PAY304003,P100362,SUB204566,2.38,2025-01-29 21:53:54.856113,study_reward
PAY304004,P102773,SUB204567,6.67,2025-01-29 22:35:47.888443,study_reward
PAY304005,P102057,SUB204568,3.47,2025-01-29 23:03:26.280697,study_reward
PAY304006,P101212,SUB204569,2.61,2025-01-30 00:35:08.764101,study_reward
PAY304007,P101070,SUB204570,0.8,2025-01-30 01:21:31.500126,study_reward
PAY304008,P101070,SUB204571,1.08,2025-01-30 01:21:31.500126,study_reward
PAY304009,P100060,SUB204572,5.85,2025-01-30 02:11:21.821649,study_reward
PAY304010,P101946,SUB204574,2.46,2025-01-30 04:36:30.733310,study_reward
PAY304011,P101473,SUB204576,1.52,2025-01-30 07:52:18.021159,study_reward
PAY304012,P100268,SUB204577,1.83,2025-01-30 09:59:15.040584,study_reward
PAY304013,P102544,SUB204578,2.96,2025-01-30 10:03:05.526619,study_reward
PAY304014,P101985,SUB204579,4.13,2025-01-30 10:04:24.990148,study_reward
PAY304015,P100175,SUB204580,1.14,2025-01-30 10:21:41.742141,study_reward
PAY304016,P101803,SUB204581,1.47,2025-01-30 11:50:56.214442,study_reward
PAY304017,P101287,SUB204582,2.09,2025-01-30 13:20:13.382039,study_reward
PAY304018,P101443,SUB204583,1.47,2025-01-30 13:33:50.146842,study_reward
PAY304019,P100039,SUB204584,5.45,2025-01-30 15:50:12.852561,study_reward
PAY304020,P100066,SUB204586,9.78,2025-01-30 16:58:33.438206,study_reward
PAY304021,P102523,SUB204587,3.84,2025-01-30 17:52:22.531184,study_reward
PAY304022,P101188,SUB204588,7.54,2025-01-30 19:23:12.402576,study_reward
PAY304023,P101842,SUB204589,0.86,2025-01-30 20:06:32.568547,study_reward
PAY304024,P101819,SUB204590,2.61,2025-01-30 20:29:10.312279,study_reward
PAY304025,P101923,SUB204591,1.29,2025-01-30 20:58:41.347614,study_reward
PAY304026,P101675,SUB204592,1.79,2025-01-30 21:01:01.408973,study_reward
PAY304027,P101068,SUB204593,2.39,2025-01-30 21:56:11.559144,study_reward
PAY304028,P100268,SUB204594,2.3,2025-01-30 21:59:15.040584,study_reward
PAY304029,P100915,SUB204595,3.34,2025-01-30 22:03:29.491873,study_reward
PAY304030,P101394,SUB204596,2.56,2025-01-30 22:39:44.216382,study_reward
PAY304031,P101381,SUB204597,1.17,2025-01-30 23:53:16.448738,study_reward
PAY304032,P102147,SUB204598,1.58,2025-01-30 23:59:52.997067,study_reward
PAY304033,P100282,SUB204599,4.46,2025-01-31 02:08:09.843237,study_reward
PAY304034,P102549,SUB204600,4.88,2025-01-31 02:13:02.904717,study_reward
PAY304035,P100975,SUB204601,2.03,2025-01-31 03:35:17.896481,study_reward
PAY304036,P101381,SUB204603,3.1,2025-01-31 05:53:16.448738,study_reward
PAY304037,P100605,SUB204604,2.39,2025-01-31 07:45:51.735127,study_reward
PAY304038,P101614,SUB204605,2.26,2025-01-31 07:51:42.877811,study_reward
PAY304039,P102755,SUB204606,1.58,2025-01-31 08:02:33.644691,study_reward
PAY304040,P101389,SUB204607,9.33,2025-01-31 08:21:15.964388,study_reward
PAY304041,P101389,SUB204608,6.11,2025-01-31 09:21:15.964388,study_reward
PAY304042,P102298,SUB204609,1.56,2025-01-31 09:56:05.564878,study_reward
PAY304043,P100125,SUB204610,1.98,2025-01-31 10:02:36.748826,study_reward
PAY304044,P102338,SUB204612,6.19,2025-01-31 14:21:41.297043,study_reward
PAY304045,P101777,SUB204614,9.92,2025-01-31 15:20:11.658236,study_reward
PAY304046,P100097,SUB204615,6.11,2025-01-31 15:37:53.168597,study_reward
PAY304047,P102652,SUB204616,3.1,2025-01-31 16:35:09.147372,study_reward
PAY304048,P102645,SUB204617,5.78,2025-01-31 17:06:50.794589,study_reward
PAY304049,P101946,SUB204618,1.21,2025-01-31 17:36:30.733310,study_reward
PAY304050,P102622,SUB204619,7.89,2025-01-31 17:54:06.818942,study_reward
PAY304051,P102378,SUB204620,2.6,2025-01-31 18:25:13.221065,study_reward
PAY304052,P102144,SUB204621,0.74,2025-01-31 18:51:06.540507,study_reward
PAY304053,P100784,SUB204622,2.75,2025-01-31 22:17:00.791259,study_reward
PAY304054,P102077,SUB204623,2.02,2025-02-01 01:08:12.559943,study_reward
PAY304055,P102229,SUB204624,1.23,2025-02-01 01:12:39.250004,study_reward
PAY304056,P102263,SUB204625,5.78,2025-02-01 02:30:02.583980,study_reward
PAY304057,P100904,SUB204626,3.34,2025-02-01 03:28:20.491329,study_reward
PAY304058,P101575,SUB204627,2.37,2025-02-01 03:33:18.073797,study_reward
PAY304059,P100784,SUB204629,5.67,2025-02-01 05:17:00.791259,study_reward
PAY304060,P102361,SUB204630,2.08,2025-02-01 06:17:02.983704,study_reward
PAY304061,P102753,SUB204631,3.21,2025-02-01 06:30:34.371813,study_reward
PAY304062,P100417,SUB204632,1.14,2025-02-01 07:20:19.783555,study_reward
PAY304063,P101420,SUB204633,1.46,2025-02-01 09:58:14.456381,study_reward
PAY304064,P100963,SUB204634,1.7,2025-02-01 10:34:38.614171,study_reward
PAY304065,P100362,SUB204635,6.85,2025-02-01 10:53:54.856113,study_reward
PAY304066,P102263,SUB204636,1.77,2025-02-01 11:30:02.583980,study_reward
PAY304067,P100801,SUB204637,1.23,2025-02-01 13:21:41.704462,study_reward
PAY304068,P100426,SUB204638,2.73,2025-02-01 17:13:32.745508,study_reward
PAY304069,P102050,SUB204639,6.11,2025-02-01 17:43:53.020731,study_reward
PAY304070,P100975,SUB204640,4.13,2025-02-01 18:35:17.896481,study_reward
PAY304071,P100417,SUB204645,1.89,2025-02-01 21:20:19.783555,study_reward
PAY304072,P102564,SUB204646,1.58,2025-02-02 00:51:16.753826,study_reward
PAY304073,P100282,SUB204647,1.02,2025-02-02 01:08:09.843237,study_reward
PAY304074,P101527,SUB204648,1.77,2025-02-02 02:35:36.453836,study_reward
PAY304075,P101803,SUB204649,6.19,2025-02-02 02:50:56.214442,study_reward
PAY304076,P101782,SUB204650,1.21,2025-02-02 03:06:49.138317,study_reward
PAY304077,P101677,SUB204651,1.58,2025-02-02 04:14:09.822923,study_reward
PAY304078,P102199,SUB204652,4.88,2025-02-02 05:20:11.191399,study_reward
PAY304079,P101287,SUB204653,4.91,2025-02-02 05:20:13.382039,study_reward
PAY304080,P100022,SUB204654,3.11,2025-02-02 05:40:24.273709,study_reward
PAY304081,P100282,SUB204655,5.27,2025-02-02 06:08:09.843237,study_reward
PAY304082,P100343,SUB204656,6.95,2025-02-02 06:45:16.519318,study_reward
PAY304083,P100443,SUB204657,3.43,2025-02-02 07:00:28.658566,study_reward
PAY304084,P102456,SUB204658,1.05,2025-02-02 07:19:20.246111,study_reward
PAY304085,P102202,SUB204659,1.0,2025-02-02 07:27:38.306088,study_reward
PAY304086,P102362,SUB204660,5.45,2025-02-02 07:41:44.967570,study_reward
PAY304087,P102057,SUB204662,1.7,2025-02-02 08:03:26.280697,study_reward
PAY304088,P100046,SUB204664,2.82,2025-02-02 10:49:05.723747,study_reward
PAY304089,P100310,SUB204665,1.21,2025-02-02 11:42:07.655373,study_reward
PAY304090,P101341,,10.0,2025-02-02 13:11:59.000000,referral_bonus
PAY304091,P101675,SUB204666,1.17,2025-02-02 15:01:01.408973,study_reward
PAY304092,P100227,SUB204667,1.79,2025-02-02 15:19:21.027830,study_reward
PAY304093,P100784,SUB204668,3.85,2025-02-02 16:17:00.791259,study_reward
PAY304094,P100227,SUB204669,1.77,2025-02-02 17:19:21.027830,study_reward
PAY304095,P101070,SUB204670,2.91,2025-02-02 18:21:31.500126,study_reward
PAY304096,P102651,SUB204671,4.49,2025-02-02 19:06:04.025262,study_reward
PAY304097,P100019,SUB204672,0.44,2025-02-02 19:15:00.452941,study_reward
PAY304098,P102077,SUB204674,1.08,2025-02-02 23:08:12.559943,study_reward
PAY304099,P101394,SUB204675,2.61,2025-02-02 23:39:44.216382,study_reward
PAY304100,P102879,SUB204676,1.52,2025-02-02 23:46:13.775568,study_reward
PAY304101,P101210,SUB204677,1.23,2025-02-03 01:06:23.808663,study_reward
PAY304102,P100713,SUB204678,1.76,2025-02-03 01:14:50.727687,study_reward
PAY304103,P101620,SUB204679,1.76,2025-02-03 01:24:29.354156,study_reward
PAY304104,P101070,SUB204680,7.63,2025-02-03 03:21:31.500126,study_reward
PAY304105,P101352,SUB204681,1.91,2025-02-03 04:08:30.556971,study_reward
PAY304106,P102879,SUB204682,1.83,2025-02-03 04:46:13.775568,study_reward
PAY304107,P102158,SUB204684,5.29,2025-02-03 05:30:47.279906,study_reward
PAY304108,P101232,SUB204686,2.14,2025-02-03 10:11:30.147814,study_reward
PAY304109,P102645,SUB204688,5.85,2025-02-03 12:06:50.794589,study_reward
PAY304110,P100175,SUB204689,3.87,2025-02-03 13:21:41.742141,study_reward
PAY304111,P101405,SUB204691,3.84,2025-02-03 14:52:27.324575,study_reward
PAY304112,P102755,SUB204692,6.57,2025-02-03 17:02:33.644691,study_reward
PAY304113,P100588,,2.5,2025-02-03 18:44:50.000000,loyalty_bonus
PAY304114,P100443,SUB204693,1.19,2025-02-03 19:00:28.658566,study_reward
PAY304115,P102651,SUB204694,4.16,2025-02-03 19:06:04.025262,study_reward
PAY304116,P102753,SUB204695,2.08,2025-02-03 19:30:34.371813,study_reward
PAY304117,P100310,SUB204696,4.57,2025-02-03 19:42:07.655373,study_reward
PAY304118,P101267,SUB204697,5.85,2025-02-03 21:15:58.112595,study_reward
PAY304119,P100896,SUB204698,5.02,2025-02-04 00:13:17.817717,study_reward
PAY304120,P102880,SUB204699,1.37,2025-02-04 01:49:08.291233,study_reward
PAY304121,P101514,SUB204700,1.21,2025-02-04 02:33:33.385242,study_reward
PAY304122,P101392,SUB204701,3.05,2025-02-04 04:20:53.183781,study_reward
PAY304123,P101210,SUB204702,6.85,2025-02-04 05:06:23.808663,study_reward
PAY304124,P101381,SUB204704,2.61,2025-02-04 05:53:16.448738,study_reward
PAY304125,P101545,SUB204705,4.91,2025-02-04 06:18:00.076162,study_reward
PAY304126,P100677,SUB204706,3.95,2025-02-04 06:22:55.741697,study_reward
PAY304127,P102271,SUB204707,2.61,2025-02-04 06:34:12.201943,study_reward
PAY304128,P100108,SUB204708,3.95,2025-02-04 07:12:17.443271,study_reward
PAY304129,P101274,SUB204709,3.84,2025-02-04 07:45:43.688225,study_reward
PAY304130,P100097,SUB204710,2.96,2025-02-04 08:37:53.168597,study_reward
PAY304131,P101652,SUB204713,1.14,2025-02-04 11:17:39.250030,study_reward
PAY304132,P101392,SUB204714,1.32,2025-02-04 11:20:53.183781,study_reward
PAY304133,P102378,SUB204715,4.57,2025-02-04 12:25:13.221065,study_reward
PAY304134,P101545,SUB204717,3.32,2025-02-04 14:18:00.076162,study_reward
PAY304135,P101394,SUB204718,4.12,2025-02-04 15:39:44.216382,study_reward
PAY304136,P102050,SUB204719,1.32,2025-02-04 15:43:53.020731,study_reward
PAY304137,P101777,SUB204720,5.02,2025-02-04 16:20:11.658236,study_reward
PAY304138,P102773,SUB204721,1.0,2025-02-04 17:35:47.888443,study_reward
PAY304139,P102549,SUB204722,2.09,2025-02-04 19:13:02.904717,study_reward
PAY304140,P102544,SUB204724,3.44,2025-02-04 21:03:05.526619,study_reward
PAY304141,P102629,SUB204726,2.91,2025-02-04 21:54:40.895013,study_reward
PAY304142,P102362,SUB204727,4.88,2025-02-04 22:41:44.967570,study_reward
PAY304143,P100108,SUB204728,1.7,2025-02-04 23:12:17.443271,study_reward
PAY304144,P100681,SUB204729,2.63,2025-02-04 23:56:31.269634,study_reward
PAY304145,P102076,SUB204731,1.13,2025-02-05 00:27:32.623214,study_reward
PAY304146,P102449,SUB204732,6.05,2025-02-05 00:37:20.068947,study_reward
PAY304147,P102063,SUB204733,6.06,2025-02-05 01:59:49.030399,study_reward
PAY304148,P101782,SUB204734,2.13,2025-02-05 02:06:49.138317,study_reward
PAY304149,P100060,SUB204735,2.72,2025-02-05 03:11:21.821649,study_reward
PAY304150,P101565,SUB204736,2.97,2025-02-05 03:52:27.823870,study_reward
PAY304151,P101109,SUB204737,1.56,2025-02-05 04:02:47.975989,study_reward
PAY304152,P101267,SUB204738,2.54,2025-02-05 04:15:58.112595,study_reward
PAY304153,P102523,SUB204740,1.59,2025-02-05 05:52:22.531184,study_reward
PAY304154,P100046,SUB204741,6.19,2025-02-05 07:49:05.723747,study_reward
PAY304155,P100854,SUB204742,0.91,2025-02-05 08:45:19.299129,study_reward
PAY304156,P102755,SUB204743,1.75,2025-02-05 10:02:33.644691,study_reward
PAY304157,P101575,SUB204744,1.77,2025-02-05 11:33:18.073797,study_reward
PAY304158,P102077,SUB204745,1.79,2025-02-05 12:08:12.559943,study_reward
PAY304159,P101352,SUB204746,7.62,2025-02-05 12:08:30.556971,study_reward
PAY304160,P102183,SUB204747,1.52,2025-02-05 12:28:41.003522,study_reward
PAY304161,P100108,SUB204748,3.43,2025-02-05 13:12:17.443271,study_reward
PAY304162,P101378,SUB204749,1.79,2025-02-05 13:26:27.825286,study_reward
PAY304163,P101262,SUB204750,3.34,2025-02-05 13:35:16.844124,study_reward
PAY304164,P102361,SUB204753,6.95,2025-02-05 16:17:02.983704,study_reward
PAY304165,P102651,SUB204754,1.68,2025-02-05 19:06:04.025262,study_reward
PAY304166,P102336,SUB204756,1.23,2025-02-05 20:48:21.770026,study_reward
PAY304167,P101473,SUB204757,0.5,2025-02-05 21:52:18.021159,study_reward
PAY304168,P100060,SUB204758,3.32,2025-02-05 22:11:21.821649,study_reward
PAY304169,P101479,SUB204759,1.35,2025-02-06 01:34:11.315533,study_reward
PAY304170,P102336,SUB204760,1.28,2025-02-06 01:48:21.770026,study_reward
PAY304171,P101068,SUB204761,4.22,2025-02-06 01:56:11.559144,study_reward
PAY304172,P100443,SUB204762,2.85,2025-02-06 03:00:28.658566,study_reward
PAY304173,P101923,SUB204763,0.5,2025-02-06 03:58:41.347614,study_reward
PAY304174,P101767,SUB204764,2.26,2025-02-06 05:10:35.474564,study_reward
PAY304175,P101767,SUB204765,2.3,2025-02-06 05:10:35.474564,study_reward
PAY304176,P101819,SUB204767,1.99,2025-02-06 06:29:10.312279,study_reward
PAY304177,P102050,SUB204768,0.77,2025-02-06 06:43:53.020731,study_reward
PAY304178,P101341,SUB204769,1.14,2025-02-06 07:44:19.571518,study_reward
PAY304179,P102067,SUB204771,2.63,2025-02-06 10:18:42.798694,study_reward
PAY304180,P102050,SUB204772,1.37,2025-02-06 10:43:53.020731,study_reward
PAY304181,P102392,SUB204774,0.86,2025-02-06 13:11:05.806393,study_reward
PAY304182,P101702,SUB204775,1.33,2025-02-06 13:35:35.145666,study_reward
PAY304183,P101545,SUB204776,4.13,2025-02-06 14:18:00.076162,study_reward
PAY304184,P100343,SUB204778,0.98,2025-02-06 15:45:16.519318,study_reward
PAY304185,P100060,SUB204782,2.96,2025-02-06 16:11:21.821649,study_reward
PAY304186,P101561,SUB204783,0.91,2025-02-06 16:21:25.764288,study_reward
PAY304187,P102338,SUB204784,2.09,2025-02-06 18:21:41.297043,study_reward
PAY304188,P100784,SUB204786,4.16,2025-02-06 19:17:00.791259,study_reward
PAY304189,P100328,SUB204787,2.91,2025-02-06 22:25:11.815513,study_reward
PAY304190,P102879,SUB204788,2.25,2025-02-06 22:46:13.775568,study_reward
PAY304191,P100539,SUB204790,2.26,2025-02-07 02:58:39.812912,study_reward
PAY304192,P100138,SUB204791,7.54,2025-02-07 03:17:17.743752,study_reward
PAY304193,P101287,SUB204792,3.89,2025-02-07 03:20:13.382039,study_reward
PAY304194,P100316,SUB204793,1.48,2025-02-07 03:28:01.896092,study_reward
PAY304195,P100854,SUB204794,1.92,2025-02-07 03:45:19.299129,study_reward
PAY304196,P100787,SUB204795,5.58,2025-02-07 04:11:32.251966,study_reward
PAY304197,P102288,SUB204797,4.8,2025-02-07 06:39:30.237777,study_reward
PAY304198,P101381,SUB204798,3.46,2025-02-07 06:53:16.448738,study_reward
PAY304199,P100282,SUB204799,3.32,2025-02-07 08:08:09.843237,study_reward
PAY304200,P100854,SUB204801,3.47,2025-02-07 09:45:19.299129,study_reward
PAY304201,P101803,SUB204802,2.73,2025-02-07 09:50:56.214442,study_reward
PAY304202,P102523,SUB204803,2.12,2025-02-07 10:52:22.531184,study_reward
PAY304203,P100216,SUB204804,5.46,2025-02-07 14:55:53.862026,study_reward
PAY304204,P102845,SUB204805,0.74,2025-02-07 15:18:53.201991,study_reward
PAY304205,P100227,SUB204806,1.78,2025-02-07 16:19:21.027830,study_reward
PAY304206,P100776,SUB204807,1.47,2025-02-07 16:48:27.405316,study_reward
PAY304207,P101527,SUB204809,1.35,2025-02-07 18:35:36.453836,study_reward
PAY304208,P101128,SUB204810,2.77,2025-02-07 18:50:27.548536,study_reward
PAY304209,P100975,SUB204811,3.95,2025-02-07 19:35:17.896481,study_reward
PAY304210,P102312,SUB204812,2.48,2025-02-07 20:00:50.761992,study_reward
PAY304211,P100406,SUB204813,2.56,2025-02-07 20:11:26.180792,study_reward
PAY304212,P102183,SUB204815,0.8,2025-02-07 21:28:41.003522,study_reward
PAY304213,P101914,SUB204816,3.44,2025-02-07 23:45:57.985485,study_reward
PAY304214,P102523,SUB204818,2.37,2025-02-08 01:52:22.531184,study_reward
PAY304215,P102622,SUB204819,4.04,2025-02-08 01:54:06.818942,study_reward
PAY304216,P100787,SUB204820,3.29,2025-02-08 02:11:32.251966,study_reward
PAY304217,P100018,SUB204821,0.88,2025-02-08 02:39:21.113261,study_reward
PAY304218,P100426,SUB204822,2.14,2025-02-08 03:13:32.745508,study_reward
PAY304219,P102336,SUB204824,1.34,2025-02-08 06:48:21.770026,study_reward
PAY304220,P102009,SUB204825,1.14,2025-02-08 07:43:53.776970,study_reward
PAY304221,P100895,SUB204826,1.92,2025-02-08 09:02:59.956389,study_reward
PAY304222,P102450,SUB204827,2.51,2025-02-08 09:51:14.980486,study_reward
PAY304223,P100739,SUB204828,9.33,2025-02-08 10:11:54.642752,study_reward
PAY304224,P101287,SUB204829,2.96,2025-02-08 11:20:13.382039,study_reward
PAY304225,P100964,SUB204830,1.83,2025-02-08 11:52:57.606661,study_reward
PAY304226,P101652,SUB204831,3.62,2025-02-08 12:17:39.250030,study_reward
PAY304227,P101690,SUB204832,2.64,2025-02-08 12:53:19.391737,study_reward
PAY304228,P101070,SUB204833,2.82,2025-02-08 13:21:31.500126,study_reward
PAY304229,P100896,SUB204834,3.05,2025-02-08 15:13:17.817717,study_reward
PAY304230,P100386,SUB204835,2.97,2025-02-08 15:52:24.198265,study_reward
PAY304231,P101777,SUB204836,5.45,2025-02-08 16:20:11.658236,study_reward
PAY304232,P101819,SUB204837,2.7,2025-02-08 18:29:10.312279,study_reward
PAY304233,P102148,SUB204838,1.98,2025-02-08 18:46:38.679953,study_reward
PAY304234,P102336,SUB204839,0.98,2025-02-08 18:48:21.770026,study_reward
PAY304235,P102144,SUB204840,2.31,2025-02-08 19:51:06.540507,study_reward
PAY304236,P100605,SUB204841,6.57,2025-02-08 20:45:51.735127,study_reward
PAY304237,P100060,SUB204842,6.05,2025-02-08 21:11:21.821649,study_reward
PAY304238,P102362,SUB204843,4.91,2025-02-08 22:41:44.967570,study_reward
PAY304239,P102009,SUB204844,2.82,2025-02-08 23:43:53.776970,study_reward
PAY304240,P101652,SUB204845,2.7,2025-02-09 00:17:39.250030,study_reward
PAY304241,P101987,SUB204846,5.63,2025-02-09 05:32:41.147465,study_reward
PAY304242,P102383,SUB204847,4.22,2025-02-09 05:39:08.885742,study_reward
PAY304243,P100281,SUB204849,2.55,2025-02-09 07:07:19.576028,study_reward
PAY304244,P100746,SUB204850,5.65,2025-02-09 08:03:09.694094,study_reward
PAY304245,P101587,SUB204851,4.18,2025-02-09 08:03:19.589213,study_reward
PAY304246,P100328,SUB204852,10.53,2025-02-09 09:25:11.815513,study_reward
PAY304247,P101702,SUB204854,5.78,2025-02-09 10:35:35.145666,study_reward
PAY304248,P100525,SUB204855,1.9,2025-02-09 10:55:41.045594,study_reward
PAY304249,P101420,SUB204856,2.08,2025-02-09 10:58:14.456381,study_reward
PAY304250,P102263,SUB204858,6.05,2025-02-09 11:30:02.583980,study_reward
PAY304251,P102723,SUB204859,1.66,2025-02-09 11:34:30.306036,study_reward
PAY304252,P100623,SUB204860,1.14,2025-02-09 13:18:31.151940,study_reward
PAY304253,P101736,SUB204861,1.47,2025-02-09 14:37:03.751009,study_reward
PAY304254,P102412,SUB204862,0.8,2025-02-09 17:07:34.069164,study_reward
