event_id,participant_id,event_type,event_timestamp
EVT420656,P101394,login,2025-03-18 07:39:44.216382
EVT420657,P102132,login,2025-03-18 07:39:58.280940
EVT420658,P102773,app_open,2025-03-18 08:29:21.071583
EVT420659,P101421,login,2025-03-18 08:39:08.586862
EVT420660,P102502,login,2025-03-18 08:39:58.782306
EVT420661,P102245,login,2025-03-18 09:19:13.213825
EVT420662,P102617,login,2025-03-18 09:39:45.604805
EVT420663,P100743,browse_studies,2025-03-18 09:41:57.452564
EVT420664,P100327,profile_update,2025-03-18 09:46:29.243436
EVT420665,P102756,login,2025-03-18 10:08:19.370277
EVT420666,P100081,login,2025-03-18 10:09:55.958545
EVT420667,P101524,login,2025-03-18 10:19:18.289396
EVT420668,P101547,login,2025-03-18 10:54:43.361974
EVT420669,P101663,login,2025-03-18 11:14:38.309605
EVT420670,P101500,browse_studies,2025-03-18 11:17:00.891630
EVT420671,P102756,login,2025-03-18 11:41:45.302607
EVT420672,P101506,login,2025-03-18 11:47:33.397971
EVT420673,P101832,notification_click,2025-03-18 11:54:06.631226
EVT420674,P102132,app_open,2025-03-18 12:08:42.741012
EVT420675,P101394,login,2025-03-18 12:27:30.234031
EVT420676,P100281,login,2025-03-18 13:07:19.576028
EVT420677,P101009,login,2025-03-18 13:25:53.598786
EVT420678,P101660,app_open,2025-03-18 13:54:54.128057
EVT420679,P101539,notification_click,2025-03-18 14:00:32.055900
EVT420680,P102412,login,2025-03-18 14:07:34.069164
EVT420681,P102198,login,2025-03-18 14:25:48.387327
EVT420682,P102412,app_open,2025-03-18 14:29:29.425795
EVT420683,P100539,browse_studies,2025-03-18 14:53:31.297059
EVT420684,P102059,browse_studies,2025-03-18 14:59:52.119140
EVT420685,P100835,app_open,2025-03-18 15:04:53.245901
EVT420686,P102502,login,2025-03-18 15:08:59.346407
EVT420687,P101547,notification_click,2025-03-18 15:30:11.130476
EVT420688,P102158,login,2025-03-18 15:30:47.279906
EVT420689,P100692,login,2025-03-18 15:32:21.376272
EVT420690,P100835,login,2025-03-18 15:48:37.440428
EVT420691,P101109,browse_studies,2025-03-18 15:59:19.002100
EVT420692,P101595,app_open,2025-03-18 16:06:47.360166
EVT420693,P100854,browse_studies,2025-03-18 16:31:13.441638
EVT420694,P100612,login,2025-03-18 16:40:47.761140
EVT420695,P101408,browse_studies,2025-03-18 16:45:01.319592
EVT420696,P100041,login,2025-03-18 17:00:28.393807
EVT420697,P100281,login,2025-03-18 17:12:51.111852
EVT420698,P102452,browse_studies,2025-03-18 17:49:03.813395
EVT420699,P100327,profile_update,2025-03-18 18:11:04.695963
EVT420700,P102617,browse_studies,2025-03-18 18:22:00.871135
EVT420701,P102848,browse_studies,2025-03-18 18:44:35.263702
EVT420702,P100659,app_open,2025-03-18 18:49:57.016906
EVT420703,P101394,app_open,2025-03-18 19:03:13.590380
EVT420704,P100018,browse_studies,2025-03-18 19:30:31.835100
EVT420705,P100692,browse_studies,2025-03-18 20:04:28.918081
EVT420706,P102828,browse_studies,2025-03-18 20:21:19.468858
EVT420707,P101111,browse_studies,2025-03-18 20:40:37.928232
EVT420708,P101111,app_open,2025-03-18 20:42:00.220324
EVT420709,P101500,browse_studies,2025-03-18 20:42:18.645713
EVT420710,P100659,login,2025-03-18 21:02:53.460374
EVT420711,P101545,profile_update,2025-03-18 21:13:26.903092
EVT420712,P100993,app_open,2025-03-18 21:15:46.247623
EVT420713,P102450,app_open,2025-03-18 21:43:52.035937
EVT420714,P100326,login,2025-03-18 21:54:34.128123
EVT420715,P102235,login,2025-03-18 22:09:34.373150
EVT420716,P102148,browse_studies,2025-03-18 22:32:34.633134
EVT420717,P100327,login,2025-03-18 22:32:36.360089
EVT420718,P102271,browse_studies,2025-03-18 22:33:15.380152
EVT420719,P100081,login,2025-03-18 22:59:03.656991
EVT420720,P100136,app_open,2025-03-18 23:35:16.284049
EVT420721,P102502,app_open,2025-03-18 23:38:41.434715
EVT420722,P100743,browse_studies,2025-03-18 23:51:12.480361
EVT420723,P101381,login,2025-03-19 00:18:15.721699
EVT420724,P102352,notification_click,2025-03-19 00:27:40.300910
EVT420725,P101443,login,2025-03-19 00:33:50.146842
EVT420726,P102773,login,2025-03-19 00:35:47.888443
EVT420727,P100019,app_open,2025-03-19 00:43:42.732817
EVT420728,P102198,login,2025-03-19 00:47:07.399037
EVT420729,P100835,login,2025-03-19 00:48:37.440428
EVT420730,P100858,notification_click,2025-03-19 00:51:25.252595
EVT420731,P101009,login,2025-03-19 00:55:59.848673
EVT420732,P100327,profile_update,2025-03-19 01:16:28.313176
EVT420733,P100854,login,2025-03-19 01:45:19.299129
EVT420734,P102450,login,2025-03-19 01:51:14.980486
EVT420735,P100697,login,2025-03-19 01:54:01.001839
EVT420736,P102629,login,2025-03-19 01:54:40.895013
EVT420737,P100282,profile_update,2025-03-19 02:07:33.290091
EVT420738,P101111,app_open,2025-03-19 02:13:36.998911
EVT420739,P101987,login,2025-03-19 02:32:41.147465
EVT420740,P102880,app_open,2025-03-19 02:38:19.764373
EVT420741,P102756,browse_studies,2025-03-19 02:41:38.651531
EVT420742,P101857,login,2025-03-19 02:51:29.386968
EVT420743,P100260,browse_studies,2025-03-19 02:58:09.547871
EVT420744,P102198,browse_studies,2025-03-19 03:02:26.617212
EVT420745,P101547,login,2025-03-19 03:54:43.361974
EVT420746,P100539,login,2025-03-19 03:58:39.812912
EVT420747,P101394,app_open,2025-03-19 04:28:20.427011
EVT420748,P100023,app_open,2025-03-19 04:36:39.969675
EVT420749,P101287,login,2025-03-19 05:20:13.382039
EVT420750,P101945,browse_studies,2025-03-19 05:22:11.567009
EVT420751,P102271,login,2025-03-19 05:35:32.857467
EVT420752,P102773,browse_studies,2025-03-19 06:01:26.090532
EVT420753,P100978,login,2025-03-19 06:06:24.349101
EVT420754,P100659,browse_studies,2025-03-19 06:41:38.504597
EVT420755,P101660,login,2025-03-19 07:02:40.345429
EVT420756,P100081,login,2025-03-19 07:15:58.950372
EVT420757,P100697,login,2025-03-19 07:18:17.802862
EVT420758,P101832,login,2025-03-19 07:27:46.829133
EVT420759,P100327,login,2025-03-19 07:32:36.360089
EVT420760,P101111,login,2025-03-19 07:32:54.061118
EVT420761,P102059,app_open,2025-03-19 08:23:28.937450
EVT420762,P100327,app_open,2025-03-19 08:24:25.663650
EVT420763,P101290,login,2025-03-19 08:37:46.861222
EVT420764,P101381,login,2025-03-19 08:53:16.448738
EVT420765,P101595,login,2025-03-19 09:09:05.501767
EVT420766,P100858,login,2025-03-19 09:16:01.616564
EVT420767,P102271,login,2025-03-19 09:34:12.201943
EVT420768,P100023,app_open,2025-03-19 09:43:34.689800
EVT420769,P102158,notification_click,2025-03-19 10:06:25.744117
EVT420770,P101172,browse_studies,2025-03-19 10:19:41.191384
EVT420771,P102301,login,2025-03-19 10:21:10.776448
EVT420772,P100978,profile_update,2025-03-19 11:11:22.926351
EVT420773,P102441,app_open,2025-03-19 11:20:39.794481
EVT420774,P102617,browse_studies,2025-03-19 11:23:06.141202
EVT420775,P102265,login,2025-03-19 11:33:16.346423
EVT420776,P101341,app_open,2025-03-19 11:36:40.955579
EVT420777,P102617,login,2025-03-19 11:39:45.604805
EVT420778,P100216,login,2025-03-19 11:55:53.862026
EVT420779,P101290,notification_click,2025-03-19 12:02:38.497839
EVT420780,P102148,profile_update,2025-03-19 12:10:45.516001
EVT420781,P100216,browse_studies,2025-03-19 12:25:28.789240
EVT420782,P101605,login,2025-03-19 12:39:44.909800
EVT420783,P100413,login,2025-03-19 12:42:48.640479
EVT420784,P101596,login,2025-03-19 12:46:25.737073
EVT420785,P102148,login,2025-03-19 12:46:38.679953
EVT420786,P101268,login,2025-03-19 12:47:24.459863
EVT420787,P101595,login,2025-03-19 13:09:05.501767
EVT420788,P100863,login,2025-03-19 13:10:23.113287
EVT420789,P100968,login,2025-03-19 13:33:48.667271
EVT420790,P100357,notification_click,2025-03-19 14:17:48.539667
EVT420791,P102756,notification_click,2025-03-19 15:05:12.828207
EVT420792,P102301,app_open,2025-03-19 15:09:40.298392
EVT420793,P102121,login,2025-03-19 15:14:41.342619
EVT420794,P102737,browse_studies,2025-03-19 15:29:28.410402
EVT420795,P102462,login,2025-03-19 15:30:03.667277
EVT420796,P100023,login,2025-03-19 15:55:33.503424
EVT420797,P101500,browse_studies,2025-03-19 16:24:47.271847
EVT420798,P102629,login,2025-03-19 16:41:00.210419
EVT420799,P102452,app_open,2025-03-19 17:10:59.871577
EVT420800,P102756,login,2025-03-19 17:16:28.407936
EVT420801,P100327,app_open,2025-03-19 17:22:11.783169
EVT420802,P100327,login,2025-03-19 17:38:46.220193
EVT420803,P101582,profile_update,2025-03-19 17:52:20.100024
EVT420804,P102585,browse_studies,2025-03-19 18:22:20.994002
EVT420805,P102828,login,2025-03-19 18:24:10.183502
EVT420806,P102158,login,2025-03-19 18:30:47.279906
EVT420807,P101857,login,2025-03-19 18:51:29.386968
EVT420808,P102261,notification_click,2025-03-19 19:03:17.536111
EVT420809,P101394,login,2025-03-19 19:39:44.216382
EVT420810,P100711,app_open,2025-03-19 19:43:37.234403
EVT420811,P102617,login,2025-03-19 19:49:56.018583
EVT420812,P102148,notification_click,2025-03-19 20:26:08.556716
EVT420813,P100281,notification_click,2025-03-19 20:36:51.368419
EVT420814,P100019,browse_studies,2025-03-19 20:40:47.778433
EVT420815,P102085,browse_studies,2025-03-19 21:06:40.420920
EVT420816,P102685,app_open,2025-03-19 21:13:44.838233
EVT420817,P100326,browse_studies,2025-03-19 21:14:14.727308
EVT420818,P101542,notification_click,2025-03-19 21:40:01.172428
EVT420819,P101274,browse_studies,2025-03-19 21:43:24.013069
EVT420820,P101290,browse_studies,2025-03-19 21:56:26.638879
EVT420821,P101832,profile_update,2025-03-19 22:27:32.982909
EVT420822,P102585,browse_studies,2025-03-19 22:28:20.033812
EVT420823,P101575,login,2025-03-19 22:33:18.073797
EVT420824,P102452,login,2025-03-19 22:49:19.291044
EVT420825,P102288,app_open,2025-03-19 23:09:11.512018
EVT420826,P102412,browse_studies,2025-03-19 23:29:29.124063
EVT420827,P102617,login,2025-03-19 23:32:19.586521
EVT420828,P100136,browse_studies,2025-03-19 23:44:14.760656
EVT420829,P101109,login,2025-03-20 00:02:47.975989
EVT420830,P100357,login,2025-03-20 00:03:36.988540
EVT420831,P101675,notification_click,2025-03-20 00:07:29.331564
EVT420832,P100863,login,2025-03-20 00:16:04.911512
EVT420833,P101111,app_open,2025-03-20 00:21:20.415936
EVT420834,P100136,login,2025-03-20 00:38:21.959600
EVT420835,P102132,login,2025-03-20 00:56:15.846535
EVT420836,P100711,notification_click,2025-03-20 01:57:02.953510
EVT420837,P102987,app_open,2025-03-20 02:10:08.082317
EVT420838,P101660,browse_studies,2025-03-20 02:28:54.603987
EVT420839,P102271,login,2025-03-20 02:34:12.201943
EVT420840,P102723,login,2025-03-20 02:34:30.306036
EVT420841,P102794,profile_update,2025-03-20 02:38:13.919843
EVT420842,P102441,notification_click,2025-03-20 02:39:11.053641
EVT420843,P100413,login,2025-03-20 02:44:47.376403
EVT420844,P101086,notification_click,2025-03-20 03:06:02.654368
EVT420845,P102585,login,2025-03-20 03:14:21.246252
EVT420846,P101992,login,2025-03-20 03:17:59.275380
EVT420847,P101575,login,2025-03-20 03:27:06.729149
EVT420848,P102158,app_open,2025-03-20 03:28:17.920845
EVT420849,P101595,login,2025-03-20 03:37:27.889241
EVT420850,P102629,browse_studies,2025-03-20 03:58:25.144176
EVT420851,P101646,login,2025-03-20 04:50:25.422685
EVT420852,P102148,browse_studies,2025-03-20 04:51:44.786073
EVT420853,P100743,browse_studies,2025-03-20 05:26:34.678217
EVT420854,P100258,app_open,2025-03-20 05:38:59.033510
EVT420855,P101605,login,2025-03-20 05:50:10.630751
EVT420856,P101394,login,2025-03-20 06:39:44.216382
EVT420857,P101660,login,2025-03-20 06:42:51.408499
EVT420858,P102352,login,2025-03-20 06:46:01.179057
EVT420859,P100484,app_open,2025-03-20 07:00:50.461180
EVT420860,P100743,login,2025-03-20 07:15:44.052427
EVT420861,P102385,profile_update,2025-03-20 07:25:14.135861
EVT420862,P100968,notification_click,2025-03-20 07:28:23.386626
EVT420863,P101421,notification_click,2025-03-20 07:29:09.499515
EVT420864,P102458,login,2025-03-20 08:02:23.947582
EVT420865,P102756,notification_click,2025-03-20 08:18:02.050462
EVT420866,P101879,login,2025-03-20 08:22:38.996594
EVT420867,P102441,app_open,2025-03-20 08:38:14.486156
EVT420868,P100302,login,2025-03-20 08:54:04.476971
EVT420869,P100018,login,2025-03-20 09:39:21.113261
EVT420870,P102450,app_open,2025-03-20 09:43:07.969871
EVT420871,P101500,browse_studies,2025-03-20 09:49:15.559829
EVT420872,P100692,login,2025-03-20 09:50:39.196419
EVT420873,P101618,app_open,2025-03-20 09:56:27.464037
EVT420874,P101500,login,2025-03-20 10:17:07.397228
EVT420875,P102756,login,2025-03-20 10:22:11.333326
EVT420876,P100096,login,2025-03-20 10:25:04.064461
EVT420877,P100692,app_open,2025-03-20 10:26:46.185816
EVT420878,P101500,profile_update,2025-03-20 10:28:32.822538
EVT420879,P101500,app_open,2025-03-20 11:12:54.270753
EVT420880,P100282,browse_studies,2025-03-20 11:37:10.274549
EVT420881,P102441,browse_studies,2025-03-20 11:42:45.053895
EVT420882,P100136,login,2025-03-20 11:43:40.653199
EVT420883,P102132,profile_update,2025-03-20 11:46:21.636533
EVT420884,P100326,app_open,2025-03-20 12:05:12.349673
EVT420885,P101379,browse_studies,2025-03-20 12:08:38.754094
EVT420886,P101086,login,2025-03-20 12:11:23.948499
EVT420887,P101646,app_open,2025-03-20 12:45:43.487093
EVT420888,P102263,login,2025-03-20 13:30:02.583980
EVT420889,P101268,notification_click,2025-03-20 13:41:01.039686
EVT420890,P101763,notification_click,2025-03-20 14:36:03.340119
EVT420891,P101263,browse_studies,2025-03-20 15:16:08.169480
EVT420892,P101660,app_open,2025-03-20 15:16:59.505853
EVT420893,P101341,app_open,2025-03-20 15:26:33.338187
EVT420894,P100915,login,2025-03-20 15:44:29.532633
EVT420895,P101605,login,2025-03-20 16:01:02.548820
EVT420896,P100968,login,2025-03-20 16:15:34.645273
EVT420897,P102756,login,2025-03-20 16:16:28.407936
EVT420898,P101500,login,2025-03-20 16:17:07.397228
EVT420899,P100302,browse_studies,2025-03-20 16:30:14.108466
EVT420900,P100803,login,2025-03-20 16:30:18.444706
EVT420901,P101896,profile_update,2025-03-20 16:49:26.690429
EVT420902,P102723,browse_studies,2025-03-20 17:13:32.785959
EVT420903,P102585,login,2025-03-20 17:14:45.405803
EVT420904,P101656,notification_click,2025-03-20 17:15:19.780487
EVT420905,P100858,login,2025-03-20 17:21:35.067053
EVT420906,P102452,login,2025-03-20 17:45:19.129728
EVT420907,P101831,app_open,2025-03-20 18:26:47.560199
EVT420908,P100787,browse_studies,2025-03-20 19:02:00.004324
EVT420909,P101660,login,2025-03-20 19:02:40.345429
EVT420910,P100743,browse_studies,2025-03-20 19:10:21.276496
EVT420911,P102797,login,2025-03-20 19:18:46.095698
EVT420912,P100413,browse_studies,2025-03-20 19:21:40.588318
EVT420913,P101531,app_open,2025-03-20 19:26:35.090317
EVT420914,P100659,app_open,2025-03-20 19:31:39.713761
EVT420915,P100858,browse_studies,2025-03-20 19:36:32.797544
EVT420916,P102235,app_open,2025-03-20 20:44:54.547836
EVT420917,P100018,login,2025-03-20 21:18:17.713864
EVT420918,P101660,login,2025-03-20 21:24:55.069008
EVT420919,P100854,app_open,2025-03-20 21:30:14.044585
EVT420920,P101542,login,2025-03-20 22:04:05.343666
EVT420921,P102291,login,2025-03-20 22:53:19.688739
EVT420922,P100781,browse_studies,2025-03-20 23:15:11.485608
EVT420923,P100402,login,2025-03-20 23:40:13.225606
EVT420924,P102085,app_open,2025-03-20 23:40:53.110434
EVT420925,P102255,app_open,2025-03-20 23:57:05.428836
EVT420926,P100282,notification_click,2025-03-21 00:00:45.992660
EVT420927,P100221,login,2025-03-21 00:06:42.754049
EVT420928,P100282,login,2025-03-21 00:08:09.843237
EVT420929,P101767,login,2025-03-21 00:10:35.474564
EVT420930,P100858,login,2025-03-21 00:16:01.616564
EVT420931,P101605,app_open,2025-03-21 00:29:54.420048
EVT420932,P102288,login,2025-03-21 00:58:10.243406
EVT420933,P100781,notification_click,2025-03-21 01:24:57.945807
EVT420934,P101268,browse_studies,2025-03-21 01:28:07.405886
EVT420935,P101646,notification_click,2025-03-21 01:34:11.974437
EVT420936,P100858,browse_studies,2025-03-21 02:07:30.031634
EVT420937,P102502,login,2025-03-21 02:08:59.346407
EVT420938,P102261,login,2025-03-21 02:28:47.390145
EVT420939,P102148,login,2025-03-21 02:46:38.679953
EVT420940,P100413,notification_click,2025-03-21 02:49:39.755770
EVT420941,P102051,login,2025-03-21 03:35:53.609214
EVT420942,P101280,login,2025-03-21 03:36:15.387330
EVT420943,P102261,login,2025-03-21 03:45:51.335271
EVT420944,P102288,browse_studies,2025-03-21 03:48:04.199442
EVT420945,P101506,browse_studies,2025-03-21 03:53:17.344435
EVT420946,P100659,login,2025-03-21 03:56:17.581354
EVT420947,P102271,browse_studies,2025-03-21 03:58:40.237301
EVT420948,P100781,login,2025-03-21 04:00:47.404706
EVT420949,P100039,browse_studies,2025-03-21 04:35:55.290814
EVT420950,P100858,app_open,2025-03-21 04:48:56.030441
EVT420951,P101280,app_open,2025-03-21 05:00:05.260191
EVT420952,P102059,login,2025-03-21 05:17:55.234874
EVT420953,P101086,browse_studies,2025-03-21 05:27:35.182962
EVT420954,P101085,login,2025-03-21 05:44:28.021952
EVT420955,P101485,login,2025-03-21 05:52:57.389523
EVT420956,P102797,login,2025-03-21 05:56:17.654288
EVT420957,P101542,login,2025-03-21 06:00:16.430936
EVT420958,P101763,app_open,2025-03-21 06:07:22.015413
EVT420959,P100533,login,2025-03-21 06:12:49.427056
EVT420960,P102085,login,2025-03-21 06:33:04.041305
EVT420961,P101850,browse_studies,2025-03-21 06:39:35.535197
EVT420962,P101879,login,2025-03-21 06:45:42.807897
EVT420963,P100302,login,2025-03-21 06:54:04.476971
EVT420964,P101381,notification_click,2025-03-21 06:59:09.878616
EVT420965,P100692,browse_studies,2025-03-21 07:12:00.034978
EVT420966,P100346,app_open,2025-03-21 07:27:36.263973
EVT420967,P101443,browse_studies,2025-03-21 07:44:36.638729
EVT420968,P102059,app_open,2025-03-21 08:05:29.495622
EVT420969,P101298,browse_studies,2025-03-21 08:11:06.686372
EVT420970,P100039,login,2025-03-21 08:17:23.393503
EVT420971,P101987,login,2025-03-21 08:32:41.147465
EVT420972,P101595,browse_studies,2025-03-21 08:39:13.574081
EVT420973,P102051,notification_click,2025-03-21 08:50:05.366884
EVT420974,P102352,login,2025-03-21 09:04:36.683623
EVT420975,P100169,login,2025-03-21 09:05:41.344291
EVT420976,P101763,login,2025-03-21 09:05:42.225837
EVT420977,P102987,login,2025-03-21 09:14:11.706602
EVT420978,P102414,notification_click,2025-03-21 09:17:52.329755
EVT420979,P100756,login,2025-03-21 09:28:45.351608
EVT420980,P100858,app_open,2025-03-21 09:42:16.561137
EVT420981,P100302,browse_studies,2025-03-21 10:22:40.246594
EVT420982,P100346,login,2025-03-21 10:38:46.351879
EVT420983,P100357,app_open,2025-03-21 11:13:19.194123
EVT420984,P102132,login,2025-03-21 11:39:58.280940
EVT420985,P100402,app_open,2025-03-21 11:46:58.043847
EVT420986,P102458,app_open,2025-03-21 11:47:07.822825
EVT420987,P102756,login,2025-03-21 12:37:00.653752
EVT420988,P100136,login,2025-03-21 12:43:40.653199
EVT420989,P102291,app_open,2025-03-21 12:45:32.591604
EVT420990,P102352,login,2025-03-21 13:04:36.683623
EVT420991,P101763,login,2025-03-21 13:05:42.225837
EVT420992,P100803,browse_studies,2025-03-21 13:09:05.270284
EVT420993,P102121,login,2025-03-21 13:36:51.306396
EVT420994,P100221,browse_studies,2025-03-21 13:38:48.712870
EVT420995,P101831,login,2025-03-21 13:58:01.880230
EVT420996,P100136,app_open,2025-03-21 14:02:57.615949
EVT420997,P100175,browse_studies,2025-03-21 14:29:41.635896
EVT420998,P100136,browse_studies,2025-03-21 14:35:52.566752
EVT420999,P100915,login,2025-03-21 15:03:29.491873
EVT421000,P102148,login,2025-03-21 15:42:39.379442
EVT421001,P100968,app_open,2025-03-21 15:47:26.187377
EVT421002,P102332,notification_click,2025-03-21 15:58:03.580529
EVT421003,P101268,login,2025-03-21 16:06:37.951463
EVT421004,P100858,login,2025-03-21 16:14:53.460747
EVT421005,P102592,browse_studies,2025-03-21 16:22:09.948402
EVT421006,P102496,app_open,2025-03-21 17:06:48.450444
EVT421007,P101656,browse_studies,2025-03-21 17:44:11.733485
EVT421008,P102288,app_open,2025-03-21 17:55:37.682171
EVT421009,P102332,app_open,2025-03-21 18:30:55.931221
EVT421010,P100858,app_open,2025-03-21 18:59:44.688739
EVT421011,P102148,browse_studies,2025-03-21 19:23:38.017413
EVT421012,P101832,notification_click,2025-03-21 19:39:26.047827
EVT421013,P101640,login,2025-03-21 19:51:30.963206
EVT421014,P101542,browse_studies,2025-03-21 20:33:40.577550
EVT421015,P101896,browse_studies,2025-03-21 21:32:30.580008
EVT421016,P100787,browse_studies,2025-03-21 21:52:48.007080
EVT421017,P101640,login,2025-03-21 22:03:38.472894
EVT421018,P102332,profile_update,2025-03-21 22:22:16.710020
EVT421019,P102629,app_open,2025-03-21 22:40:57.364703
EVT421020,P102275,browse_studies,2025-03-21 22:41:00.230682
EVT421021,P101267,app_open,2025-03-21 22:43:49.527357
EVT421022,P100216,login,2025-03-21 23:07:02.582323
EVT421023,P100039,login,2025-03-21 23:50:12.852561
EVT421024,P101896,login,2025-03-22 00:02:29.420285
EVT421025,P100651,app_open,2025-03-22 00:20:24.491904
EVT421026,P100169,notification_click,2025-03-22 00:36:21.323126
EVT421027,P100302,login,2025-03-22 00:45:48.251966
EVT421028,P102255,login,2025-03-22 00:51:21.126576
EVT421029,P102458,login,2025-03-22 01:02:23.947582
EVT421030,P101763,login,2025-03-22 01:05:42.225837
EVT421031,P101763,login,2025-03-22 01:05:47.286505
EVT421032,P101763,browse_studies,2025-03-22 01:38:52.753174
EVT421033,P100858,login,2025-03-22 01:42:33.336225
EVT421034,P100303,app_open,2025-03-22 01:49:33.391851
EVT421035,P102441,login,2025-03-22 02:19:35.355589
EVT421036,P101675,login,2025-03-22 03:01:01.408973
EVT421037,P101245,login,2025-03-22 03:07:38.883763
EVT421038,P100169,app_open,2025-03-22 03:23:28.025701
EVT421039,P101085,login,2025-03-22 03:54:35.272317
EVT421040,P102385,login,2025-03-22 03:58:12.684853
EVT421041,P100787,login,2025-03-22 04:11:32.251966
EVT421042,P100858,login,2025-03-22 04:16:01.616564
EVT421043,P101500,login,2025-03-22 04:23:58.540662
EVT421044,P102288,login,2025-03-22 04:39:30.237777
EVT421045,P101605,login,2025-03-22 04:50:10.630751
EVT421046,P100287,login,2025-03-22 05:16:10.916862
EVT421047,P101656,login,2025-03-22 05:53:36.799753
EVT421048,P100357,login,2025-03-22 06:03:36.988540
EVT421049,P101500,browse_studies,2025-03-22 06:19:58.760631
EVT421050,P100287,browse_studies,2025-03-22 06:21:40.659660
EVT421051,P100350,login,2025-03-22 06:42:46.683450
EVT421052,P101341,app_open,2025-03-22 06:54:00.340423
EVT421053,P100136,browse_studies,2025-03-22 06:59:40.411509
EVT421054,P101640,app_open,2025-03-22 07:00:07.058938
EVT421055,P101357,login,2025-03-22 07:02:07.756860
EVT421056,P100136,login,2025-03-22 07:51:05.635201
EVT421057,P102452,app_open,2025-03-22 08:00:33.098434
EVT421058,P100125,notification_click,2025-03-22 08:11:43.156931
EVT421059,P101992,browse_studies,2025-03-22 08:25:34.454694
EVT421060,P101987,login,2025-03-22 08:39:33.604274
EVT421061,P101280,login,2025-03-22 08:42:39.304714
EVT421062,P100659,app_open,2025-03-22 08:48:19.111285
EVT421063,P102502,notification_click,2025-03-22 08:49:24.211272
EVT421064,P102756,browse_studies,2025-03-22 08:53:04.160702
EVT421065,P101896,browse_studies,2025-03-22 09:04:14.237673
EVT421066,P100612,login,2025-03-22 09:10:08.780047
EVT421067,P101640,login,2025-03-22 09:19:14.845302
EVT421068,P101542,profile_update,2025-03-22 09:35:18.476111
EVT421069,P101568,browse_studies,2025-03-22 09:38:40.959043
EVT421070,P102441,browse_studies,2025-03-22 09:55:06.782805
EVT421071,P102148,notification_click,2025-03-22 09:55:08.001377
EVT421072,P102385,app_open,2025-03-22 10:08:38.140242
EVT421073,P100533,login,2025-03-22 10:12:49.427056
EVT421074,P100612,app_open,2025-03-22 10:48:09.437061
EVT421075,P102121,notification_click,2025-03-22 11:08:58.410728
EVT421076,P101832,login,2025-03-22 11:27:46.829133
EVT421077,P101237,browse_studies,2025-03-22 11:31:47.308701
EVT421078,P101085,login,2025-03-22 12:03:34.467293
EVT421079,P102729,login,2025-03-22 12:40:59.490916
EVT421080,P101341,login,2025-03-22 12:44:19.571518
EVT421081,P100019,login,2025-03-22 13:15:00.452941
EVT421082,P100175,login,2025-03-22 13:21:41.742141
EVT421083,P102811,app_open,2025-03-22 13:24:18.027294
EVT421084,P101268,login,2025-03-22 13:40:00.758391
EVT421085,P101965,login,2025-03-22 14:22:45.529931
EVT421086,P100019,browse_studies,2025-03-22 14:27:08.863790
EVT421087,P102458,browse_studies,2025-03-22 14:40:18.900962
EVT421088,P101930,login,2025-03-22 14:41:28.053976
EVT421089,P102896,browse_studies,2025-03-22 14:53:38.239501
EVT421090,P100019,notification_click,2025-03-22 15:02:08.142650
EVT421091,P101394,app_open,2025-03-22 15:04:50.946807
EVT421092,P101485,browse_studies,2025-03-22 15:22:37.928292
EVT421093,P101767,browse_studies,2025-03-22 15:23:26.776957
EVT421094,P101965,notification_click,2025-03-22 15:33:57.933495
EVT421095,P101092,notification_click,2025-03-22 16:09:31.515316
EVT421096,P100787,app_open,2025-03-22 16:37:39.568343
EVT421097,P101119,app_open,2025-03-22 16:38:21.415252
EVT421098,P102564,login,2025-03-22 16:51:16.753826
EVT421099,P102685,login,2025-03-22 16:54:06.066527
EVT421100,P102617,login,2025-03-22 17:28:23.674813
EVT421101,P101605,app_open,2025-03-22 17:38:19.293301
EVT421102,P101896,login,2025-03-22 17:38:19.768789
EVT421103,P102051,login,2025-03-22 18:12:17.029176
EVT421104,P100402,login,2025-03-22 18:29:17.234234
EVT421105,P101699,app_open,2025-03-22 18:48:19.909398
EVT421106,P102564,app_open,2025-03-22 18:53:29.105193
EVT421107,P102293,app_open,2025-03-22 19:09:30.829339
EVT421108,P100169,app_open,2025-03-22 19:34:22.738948
EVT421109,P101640,profile_update,2025-03-22 19:36:41.975645
EVT421110,P102414,login,2025-03-22 19:40:56.135609
EVT421111,P101605,login,2025-03-22 19:50:10.630751
EVT421112,P100357,browse_studies,2025-03-22 19:51:38.933869
EVT421113,P101182,app_open,2025-03-22 19:53:02.747626
EVT421114,P101181,profile_update,2025-03-22 20:27:53.587591
EVT421115,P102723,login,2025-03-22 20:34:30.306036
EVT421116,P100858,profile_update,2025-03-22 20:44:39.494369
EVT421117,P102352,app_open,2025-03-22 20:53:37.815649
EVT421118,P101690,notification_click,2025-03-22 20:56:10.899488
EVT421119,P102051,login,2025-03-22 20:56:45.256327
EVT421120,P102293,login,2025-03-22 21:14:18.764310
EVT421121,P101961,login,2025-03-22 21:20:33.317306
EVT421122,P102496,login,2025-03-22 21:31:11.895022
EVT421123,P100357,browse_studies,2025-03-22 21:32:05.316361
EVT421124,P102811,app_open,2025-03-22 22:02:55.479936
EVT421125,P102441,login,2025-03-22 22:08:15.237241
EVT421126,P100030,login,2025-03-22 22:23:45.456222
EVT421127,P102261,browse_studies,2025-03-22 22:28:57.153847
